loc,v_g,ev_g,iv_g,n,v,l,d,i,e,b,t,locode,locomment,loblank,loccodeandcomment,uniq_op,uniq_opnd,total_op,total_opnd,branchcount,defects,source_project,locodeandcomment,problems,branch_count,call_pairs,loc_code_and_comment,loc_comments,condition_count,cyclomatic_complexity,cyclomatic_density,decision_count,decision_density,design_complexity,design_density,edge_count,essential_complexity,essential_density,loc_executable,parameter_count,halstead_content,halstead_difficulty,halstead_effort,halstead_error_est,halstead_length,halstead_level,halstead_prog_time,halstead_volume,maintenance_severity,modified_condition_count,multiple_condition_count,node_count,normalized_cylomatic_complexity,num_operands,num_operators,num_unique_operands,num_unique_operators,number_of_lines,percent_comments,loc_total,c,loc_blank,complexity_score,decomposition_depth,decomp_index,decomp_depth_qcut
105.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028803258378573,1,0.0,1
15.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008528784648187,1,0.0,1
24.0,4.0,4.0,2.0,48.0,222.91,0.18,5.63,39.63,1253.84,0.07,69.66,14.0,5.0,2.0,0.0,9.0,16.0,28.0,20.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0108355891205328,1,29.557127071823206,2
25.0,4.0,4.0,2.0,50.0,235.02,0.18,5.56,42.28,1306.45,0.08,72.58,15.0,5.0,2.0,0.0,9.0,17.0,29.0,21.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010907000399774,1,32.46132596685083,2
71.0,5.0,1.0,4.0,223.0,1338.0,0.06,16.07,83.25,21503.57,0.45,1194.64,57.0,1.0,11.0,0.0,15.0,49.0,118.0,105.0,9.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135242021654111,1,1557.344262295082,4
87.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082446193528607,1,0.0,1
19.0,2.0,1.0,2.0,43.0,188.87,0.12,8.64,21.87,1631.15,0.06,90.62,9.0,1.0,4.0,0.0,10.0,11.0,24.0,19.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059162376551981,1,29.65727272727273,2
37.0,5.0,1.0,1.0,143.0,721.35,0.05,18.57,38.84,13396.47,0.24,744.25,26.0,2.0,6.0,1.0,12.0,21.0,78.0,65.0,9.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095676297256068,1,523.3323529411765,4
29.0,3.0,1.0,3.0,97.0,485.0,0.09,11.63,41.7,5641.32,0.16,313.41,16.0,4.0,6.0,1.0,13.0,19.0,63.0,34.0,5.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007947008261629,1,154.56043956043956,4
20.0,3.0,1.0,3.0,41.0,180.09,0.11,9.33,19.29,1680.79,0.06,93.38,14.0,0.0,4.0,0.0,12.0,9.0,27.0,14.0,5.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00637378447793,1,32.44864864864865,2
31.0,3.0,1.0,3.0,105.0,534.18,0.09,11.76,45.42,6283.02,0.18,349.06,18.0,4.0,6.0,1.0,13.0,21.0,67.0,38.0,5.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082475494139912,1,181.97340659340657,4
34.0,5.0,1.0,1.0,91.0,427.74,0.05,22.0,19.44,9410.28,0.14,522.78,14.0,3.0,13.0,2.0,13.0,13.0,47.0,44.0,9.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008261775561057,1,285.16,4
62.0,6.0,4.0,5.0,169.0,953.81,0.05,18.29,52.16,17443.19,0.32,969.07,47.0,4.0,9.0,0.0,17.0,33.0,98.0,71.0,11.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148838161964963,1,1159.533725490196,4
18.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017780708144351,1,0.0,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
22.0,1.0,1.0,1.0,27.0,110.36,0.24,4.2,26.28,463.52,0.04,25.75,3.0,5.0,6.0,4.0,7.0,10.0,15.0,12.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072382550283858,1,10.07435684647303,2
10.0,2.0,1.0,1.0,20.0,78.14,0.22,4.5,17.36,351.62,0.03,19.53,7.0,0.0,1.0,0.0,9.0,6.0,14.0,6.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069992633367887,1,3.535746606334841,1
76.0,8.0,6.0,7.0,149.0,787.52,0.05,20.0,39.38,15750.5,0.26,875.03,55.0,7.0,8.0,4.0,15.0,24.0,85.0,64.0,14.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0174039475978145,1,1173.5592156862745,4
20.0,2.0,1.0,2.0,84.0,434.27,0.11,9.25,46.95,4017.03,0.14,223.17,14.0,0.0,4.0,0.0,12.0,24.0,47.0,37.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071360325965845,1,78.24684684684685,3
20.0,2.0,1.0,2.0,84.0,430.86,0.1,9.65,44.64,4158.72,0.14,231.04,14.0,0.0,4.0,0.0,12.0,23.0,47.0,37.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069235394295984,1,85.31881188118813,3
31.0,6.0,1.0,2.0,76.0,357.23,0.05,20.45,17.46,7307.05,0.12,405.95,13.0,4.0,7.0,5.0,15.0,11.0,46.0,30.0,11.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0083160340356167,1,217.13980392156864,4
89.0,21.0,4.0,5.0,179.0,965.22,0.03,34.5,27.98,33300.26,0.32,1850.01,68.0,0.0,19.0,0.0,23.0,19.0,122.0,57.0,34.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022897736639273,1,2771.115483870968,4
30.0,2.0,1.0,2.0,86.0,433.82,0.08,13.33,32.54,5784.24,0.14,321.35,24.0,1.0,2.0,1.0,15.0,18.0,54.0,32.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00689898278683,1,160.67407407407407,4
47.0,11.0,4.0,6.0,143.0,775.96,0.03,31.05,24.99,24093.43,0.26,1338.52,37.0,0.0,8.0,0.0,23.0,20.0,89.0,54.0,20.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0173323505589343,1,1176.4554838709678,4
36.0,7.0,1.0,4.0,72.0,363.2,0.06,15.6,23.28,5665.86,0.12,314.77,20.0,6.0,6.0,0.0,18.0,15.0,46.0,26.0,13.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088797939481033,1,214.3475409836065,4
43.0,12.0,6.0,5.0,70.0,346.79,0.07,14.57,23.8,5053.28,0.12,280.74,33.0,0.0,8.0,0.0,17.0,14.0,46.0,24.0,20.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0158859647512122,1,210.02774647887327,4
8.0,1.0,1.0,1.0,17.0,62.91,0.21,4.8,13.11,301.96,0.02,16.78,4.0,0.0,1.0,0.0,8.0,5.0,11.0,6.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062574211166544,1,2.38521327014218,1
14.0,3.0,1.0,2.0,56.0,274.79,0.11,8.79,31.25,2416.5,0.09,134.25,8.0,0.0,4.0,0.0,13.0,17.0,33.0,23.0,5.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065872430692359,1,34.6581981981982,2
24.0,2.0,1.0,2.0,77.0,353.04,0.05,18.33,19.26,6472.44,0.12,359.58,17.0,0.0,5.0,0.0,15.0,9.0,55.0,22.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0063543569128626,1,166.1364705882353,4
24.0,2.0,1.0,2.0,89.0,418.34,0.04,22.4,18.68,9370.8,0.14,520.6,17.0,0.0,5.0,0.0,16.0,10.0,61.0,28.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069768323810651,1,244.8819512195122,4
26.0,2.0,1.0,2.0,89.0,413.3,0.06,17.82,23.2,7364.31,0.14,409.13,19.0,0.0,5.0,0.0,14.0,11.0,61.0,28.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069104337772446,1,176.16065573770493,4
70.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017057569296375,1,0.0,1
24.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015286942558316,1,0.0,1
25.0,4.0,3.0,3.0,111.0,582.52,0.05,19.5,29.87,11359.14,0.19,631.06,19.0,0.0,4.0,0.0,19.0,19.0,72.0,39.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0106759393915487,1,285.54901960784315,4
36.0,2.0,1.0,2.0,86.0,448.01,0.08,13.33,33.6,5973.51,0.15,331.86,24.0,1.0,9.0,0.0,16.0,21.0,51.0,35.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069617214599236,1,199.1155555555556,4
29.0,4.0,1.0,3.0,100.0,535.76,0.08,12.4,43.19,6645.43,0.18,369.19,19.0,5.0,3.0,0.0,15.0,26.0,57.0,43.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084467414113616,1,191.8153086419753,4
28.0,7.0,1.0,4.0,62.0,307.16,0.11,9.39,32.72,2883.89,0.1,160.22,18.0,5.0,3.0,0.0,13.0,18.0,36.0,26.0,13.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0090539768804472,1,77.48180180180181,3
6.0,1.0,1.0,1.0,13.0,43.19,0.5,2.0,21.59,86.37,0.01,4.8,3.0,0.0,1.0,0.0,4.0,6.0,7.0,6.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0130453832663054,1,0.5172455089820359,1
40.0,5.0,1.0,5.0,132.0,711.79,0.05,20.0,35.59,14235.72,0.24,790.87,29.0,4.0,5.0,0.0,20.0,22.0,88.0,44.0,9.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010577577182761,1,558.2666666666667,4
45.0,8.0,4.0,6.0,129.0,620.15,0.04,27.33,22.69,16950.73,0.21,941.71,39.0,0.0,4.0,0.0,16.0,12.0,88.0,41.0,15.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151063286751683,1,680.6524390243902,4
45.0,7.0,1.0,6.0,121.0,581.69,0.04,24.67,23.58,14348.35,0.19,797.13,38.0,0.0,5.0,0.0,16.0,12.0,84.0,37.0,13.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0113629553757327,1,638.4402439024391,4
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
27.0,4.0,3.0,2.0,82.0,406.24,0.06,17.6,23.08,7149.9,0.14,397.22,18.0,0.0,7.0,0.0,16.0,15.0,49.0,33.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0094611714136706,1,179.8111475409836,4
12.0,2.0,1.0,1.0,17.0,62.91,0.18,5.6,11.23,352.28,0.02,19.57,7.0,0.0,3.0,0.0,8.0,5.0,10.0,7.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0060295893173156,1,4.170828729281768,1
26.0,2.0,1.0,2.0,22.0,81.41,0.26,3.86,21.11,314.01,0.03,17.44,6.0,1.0,11.0,0.0,6.0,7.0,13.0,9.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082058670354726,1,8.109808429118774,2
25.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072041200109612,1,0.0,1
34.0,9.0,9.0,7.0,110.0,539.76,0.06,17.0,31.75,9175.89,0.18,509.77,20.0,5.0,4.0,0.0,15.0,15.0,76.0,34.0,17.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0190784029948535,1,300.8498360655737,4
33.0,9.0,9.0,7.0,103.0,540.54,0.05,22.22,24.32,12011.92,0.18,667.33,25.0,1.0,3.0,0.0,20.0,18.0,63.0,40.0,17.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0193765523118228,1,349.7611764705882,4
5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1961077844311377,1
28.0,7.0,5.0,4.0,54.0,262.33,0.07,13.46,19.49,3530.54,0.09,196.14,16.0,4.0,2.0,0.0,17.0,12.0,35.0,19.0,13.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0119482019053889,1,103.45408450704224,4
46.0,8.0,3.0,5.0,108.0,578.62,0.05,19.95,29.0,11543.38,0.19,641.3,29.0,5.0,5.0,5.0,21.0,20.0,70.0,38.0,15.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0128869466313152,1,521.8925490196078,4
31.0,7.0,5.0,5.0,113.0,616.92,0.04,22.5,27.42,13880.6,0.21,771.14,28.0,0.0,1.0,0.0,22.0,22.0,68.0,45.0,13.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0145631935395205,1,466.4517073170732,4
39.0,8.0,6.0,6.0,129.0,712.54,0.04,26.0,27.41,18526.03,0.24,1029.22,34.0,0.0,3.0,0.0,23.0,23.0,77.0,52.0,15.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0171204828718175,1,677.7819512195122,4
27.0,6.0,4.0,4.0,94.0,496.83,0.05,18.95,26.22,9413.58,0.17,522.98,23.0,0.0,2.0,0.0,20.0,19.0,58.0,36.0,11.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0121204482491267,1,263.0276470588235,4
30.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0092210091807249,1,0.0,1
34.0,9.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0046583966522925,1,0.0,1
13.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004272596694856,1,0.0,1
43.0,11.0,1.0,10.0,235.0,1290.59,0.07,14.56,88.65,18789.41,0.43,1043.85,30.0,0.0,10.0,0.0,11.0,34.0,145.0,90.0,21.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0176026411541602,1,781.6249295774647,4
14.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020274473730386,1,0.0,1
17.0,5.0,4.0,2.0,47.0,225.95,0.11,9.0,25.11,2033.51,0.08,112.97,14.0,0.0,1.0,0.0,14.0,14.0,29.0,18.0,9.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099323067880088,1,34.60495495495495,2
31.0,4.0,3.0,2.0,41.0,187.98,0.11,9.0,20.89,1691.85,0.06,93.99,14.0,8.0,7.0,0.0,12.0,12.0,23.0,18.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0083650775508987,1,52.49891891891892,3
42.0,7.0,4.0,4.0,84.0,434.27,0.06,17.5,24.82,7599.79,0.14,422.21,28.0,1.0,6.0,5.0,18.0,18.0,49.0,35.0,13.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012253018283974,1,299.0055737704918,4
19.0,2.0,1.0,2.0,39.0,171.3,0.1,10.0,17.13,1713.0,0.06,95.17,14.0,0.0,3.0,0.0,12.0,9.0,24.0,15.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054772495534103,1,32.22475247524753,2
20.0,3.0,1.0,2.0,68.0,333.67,0.13,7.82,42.69,2607.88,0.11,144.88,13.0,0.0,5.0,0.0,11.0,19.0,41.0,27.0,5.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007332927875839,1,50.94198473282443,3
13.0,5.0,5.0,3.0,51.0,233.83,0.06,15.83,14.77,3702.36,0.08,205.69,10.0,0.0,1.0,0.0,15.0,9.0,32.0,19.0,9.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0107373531535748,1,49.83262295081967,3
14.0,3.0,1.0,2.0,22.0,83.76,0.16,6.3,13.3,527.7,0.03,29.32,10.0,1.0,1.0,0.0,9.0,5.0,15.0,7.0,5.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064316436560797,1,7.283478260869566,2
20.0,4.0,1.0,4.0,51.0,224.01,0.07,15.33,14.61,3434.79,0.07,190.82,16.0,0.0,2.0,0.0,12.0,9.0,28.0,23.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0070426230800668,1,63.10140845070422,3
37.0,6.0,6.0,4.0,65.0,315.77,0.07,13.93,22.67,4398.21,0.11,244.34,29.0,0.0,3.0,2.0,15.0,14.0,39.0,26.0,11.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0128266663923212,1,164.5561971830986,4
24.0,8.0,7.0,5.0,72.0,360.0,0.08,13.24,27.2,4764.71,0.12,264.71,16.0,6.0,2.0,0.0,15.0,17.0,42.0,30.0,15.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0152499075213329,1,106.66666666666669,4
28.0,9.0,8.0,3.0,125.0,669.69,0.03,30.35,22.06,20327.18,0.22,1129.29,23.0,0.0,3.0,0.0,24.0,17.0,82.0,43.0,17.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186840411303945,1,604.8812903225806,4
42.0,6.0,5.0,5.0,117.0,653.44,0.12,8.67,75.4,5663.15,0.22,314.62,39.0,0.0,1.0,0.0,12.0,36.0,65.0,52.0,11.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0146488947762203,1,226.8138842975207,4
33.0,4.0,4.0,3.0,67.0,335.0,0.07,14.0,23.93,4690.0,0.11,260.56,23.0,3.0,5.0,0.0,16.0,16.0,39.0,28.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099871426300347,1,155.70422535211267,4
96.0,11.0,4.0,9.0,232.0,1335.13,0.04,22.75,58.69,30374.3,0.45,1687.46,75.0,4.0,13.0,2.0,18.0,36.0,141.0,91.0,21.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0204843018404177,1,3126.158048780488,4
6.0,1.0,1.0,1.0,10.0,25.85,0.67,1.5,17.23,38.77,0.01,2.15,4.0,0.0,0.0,0.0,3.0,3.0,7.0,3.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0171463634665935,1,0.2311475409836066,1
9.0,3.0,3.0,2.0,23.0,95.91,0.14,7.07,13.56,678.21,0.03,37.68,6.0,0.0,1.0,0.0,11.0,7.0,14.0,9.0,5.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0079026350251214,1,6.121914893617021,2
21.0,7.0,7.0,3.0,86.0,404.24,0.07,13.93,29.01,5632.38,0.13,312.91,18.0,0.0,1.0,0.0,11.0,15.0,48.0,38.0,13.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0144798257081282,1,119.56394366197183,4
5.0,1.0,1.0,1.0,11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,3.0,0.0,0.0,0.0,5.0,4.0,7.0,4.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105557418313008,1,0.434788029925187,1
7.0,2.0,1.0,2.0,14.0,48.43,0.23,4.38,11.07,211.89,0.02,11.77,5.0,0.0,0.0,0.0,7.0,4.0,9.0,5.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0073025578797298,1,1.4675757575757575,1
43.0,4.0,1.0,3.0,137.0,708.28,0.06,17.86,39.66,12647.85,0.24,702.66,30.0,0.0,11.0,0.0,15.0,21.0,87.0,50.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0096923522124146,1,499.279344262295,4
63.0,12.0,1.0,8.0,160.0,920.78,0.05,19.73,46.68,18164.52,0.31,1009.14,50.0,5.0,5.0,1.0,21.0,33.0,98.0,62.0,19.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153926880672895,1,1137.4341176470589,4
8.0,1.0,1.0,1.0,18.0,66.61,0.36,2.81,23.68,187.33,0.02,10.41,5.0,0.0,1.0,0.0,5.0,8.0,9.0,9.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0097926011229975,1,1.4761218836565098,1
8.0,1.0,1.0,1.0,14.0,46.51,0.5,2.0,23.25,93.01,0.02,5.17,4.0,0.0,2.0,0.0,4.0,6.0,8.0,6.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0130860605650467,1,0.7426746506986027,1
8.0,1.0,1.0,1.0,14.0,46.51,0.5,2.0,23.25,93.01,0.02,5.17,4.0,0.0,2.0,0.0,4.0,6.0,8.0,6.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0130860605650467,1,0.7426746506986027,1
39.0,4.0,1.0,4.0,112.0,579.03,0.07,13.57,42.69,7854.69,0.19,436.37,28.0,0.0,8.0,0.0,13.0,23.0,64.0,48.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088824733394258,1,318.0587323943662,4
30.0,4.0,3.0,2.0,108.0,589.62,0.04,26.0,22.68,15330.08,0.2,851.67,19.0,1.0,4.0,3.0,26.0,18.0,72.0,36.0,7.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0109650594366268,1,431.4292682926829,4
86.0,12.0,1.0,2.0,136.0,789.8,0.05,18.38,42.98,14512.58,0.26,806.25,70.0,0.0,14.0,0.0,24.0,32.0,87.0,49.0,13.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129470127598656,1,1331.8196078431374,4
41.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022045100468445,1,0.0,1
35.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0085987447004725,1,0.0,1
8.0,1.0,1.0,1.0,11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,4.0,0.0,2.0,0.0,5.0,4.0,6.0,5.0,1.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008629904114192,1,0.8690342679127725,1
27.0,2.0,1.0,1.0,61.0,286.73,0.11,8.75,32.77,2508.86,0.1,139.38,20.0,1.0,4.0,0.0,10.0,16.0,33.0,28.0,3.0,True,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0060215044092553,1,69.74513513513514,3
