Species,IUCN_Status
Xenophrys sangzhiensis,
Xenophrys serchhipii,
Xenophrys shapingensis,
Xenophrys shuichengensis,
Xenophrys spinata,
Xenophrys takensis,
Xenophrys tuberogranulatus,
Xenophrys wawuensis,
Xenophrys wuliangshanensis,
Xenophrys wushanensis,
Xenophrys zhangi,
Xenophrys zunhebotoensis,
Micrixalus elegans,VULNERABLE
Micrixalus fuscus,ENDANGERED
Micrixalus gadgili,VULNERABLE
Micrixalus kottigeharensis,VULNERABLE
Micrixalus narainensis,
Micrixalus nudis,ENDANGERED
Micrixalus phyllophilus,VULNERABLE
Micrixalus saxicola,LEAST_CONCERN
Micrixalus silvaticus,ENDANGERED
Micrixalus swamianus,
Micrixalus thampii,ENDANGERED
Adelastes hylonomos,LEAST_CONCERN
Altigius alios,
Arcovomer passarellii,LEAST_CONCERN
Gastrophrynoides borneensis,LEAST_CONCERN
Gastrophrynoides immaculatus,VULNERABLE
Hyophryne histrio,
Melanophryne barbatula,
Melanophryne carpish,
Myersiella microps,LEAST_CONCERN
Phrynella pulchra,LEAST_CONCERN
Relictivomer pearsei,
Stereocyclops incrassatus,LEAST_CONCERN
Stereocyclops parkeri,LEAST_CONCERN
Synapturanus mirandaribeiroi,LEAST_CONCERN
Synapturanus rabus,LEAST_CONCERN
Synapturanus salseri,LEAST_CONCERN
Syncope antenori,
Syncope carvalhoi,
Syncope tridactyla,
Albericus brunhildae,
Albericus darlingtoni,
Albericus exclamitans,
Albericus fafniri,
Albericus gudrunae,
Albericus gunnari,
Albericus laurini,
Albericus murritus,
Albericus rhenaurum,
Albericus sanguinopictus,
Albericus siegfriedi,
Albericus swanhildae,
Albericus tuberculus,
Albericus valkuriarum,
Albericus variegatus,
Aphantophryne minuta,LEAST_CONCERN
Aphantophryne pansa,LEAST_CONCERN
Aphantophryne sabini,LEAST_CONCERN
Asterophrys leucopus,LEAST_CONCERN
Asterophrys turpicola,LEAST_CONCERN
Austrochaperina adamantina,NEAR_THREATENED
Austrochaperina adelphe,LEAST_CONCERN
Austrochaperina aquilonia,NEAR_THREATENED
Austrochaperina archboldi,DATA_DEFICIENT
Austrochaperina basipalmata,LEAST_CONCERN
Austrochaperina blumi,LEAST_CONCERN
Austrochaperina brevipes,DATA_DEFICIENT
Austrochaperina derongo,
Austrochaperina fryi,LEAST_CONCERN
Austrochaperina gracilipes,LEAST_CONCERN
Austrochaperina guttata,
Austrochaperina hooglandi,LEAST_CONCERN
Austrochaperina kosarek,DATA_DEFICIENT
Austrochaperina macrorhyncha,LEAST_CONCERN
Austrochaperina mehelyi,LEAST_CONCERN
Austrochaperina minutissima,DATA_DEFICIENT
Austrochaperina novaebritanniae,VULNERABLE
Austrochaperina palmipes,LEAST_CONCERN
Austrochaperina parkeri,DATA_DEFICIENT
Austrochaperina pluvialis,LEAST_CONCERN
Austrochaperina polysticta,DATA_DEFICIENT
Austrochaperina rivularis,
Austrochaperina robusta,LEAST_CONCERN
Austrochaperina septentrionalis,LEAST_CONCERN
Austrochaperina yelaensis,LEAST_CONCERN
Barygenys atra,LEAST_CONCERN
Barygenys cheesmanae,DATA_DEFICIENT
Barygenys exsul,LEAST_CONCERN
Barygenys flavigularis,DATA_DEFICIENT
Barygenys maculata,LEAST_CONCERN
Barygenys nana,LEAST_CONCERN
Barygenys parvula,NEAR_THREATENED
Callulops boettgeri,DATA_DEFICIENT
Callulops comptus,LEAST_CONCERN
Callulops doriae,LEAST_CONCERN
Callulops dubius,DATA_DEFICIENT
Callulops eremnosphax,LEAST_CONCERN
Callulops fuscus,DATA_DEFICIENT
Callulops glandulosus,DATA_DEFICIENT
Callulops humicola,LEAST_CONCERN
Callulops kopsteini,DATA_DEFICIENT
Callulops marmoratus,DATA_DEFICIENT
Callulops omnistriatus,LEAST_CONCERN
Callulops personatus,LEAST_CONCERN
Callulops robustus,LEAST_CONCERN
Callulops sagittatus,DATA_DEFICIENT
Callulops stictogaster,LEAST_CONCERN
Callulops wilhelmanus,LEAST_CONCERN
Choerophryne allisoni,DATA_DEFICIENT
Choerophryne amomani,DATA_DEFICIENT
Choerophryne arndtorum,DATA_DEFICIENT
Choerophryne burtoni,LEAST_CONCERN
Choerophryne longirostris,NEAR_THREATENED
Choerophryne microps,LEAST_CONCERN
Choerophryne nigrescens,DATA_DEFICIENT
Choerophryne proboscidea,LEAST_CONCERN
Choerophryne rostellifer,LEAST_CONCERN
Cophixalus aenigma,ENDANGERED
Cophixalus aimbensis,
Cophixalus ateles,LEAST_CONCERN
Cophixalus balbus,LEAST_CONCERN
Cophixalus bewaniensis,DATA_DEFICIENT
Cophixalus biroi,LEAST_CONCERN
Cophixalus bombiens,LEAST_CONCERN
Cophixalus caverniphilus,LEAST_CONCERN
Cophixalus cheesmanae,LEAST_CONCERN
Cophixalus concinnus,CRITICALLY_ENDANGERED
Cophixalus crepitans,LEAST_CONCERN
Cophixalus cryptotympanum,LEAST_CONCERN
Cophixalus cupricarenus,LEAST_CONCERN
Cophixalus daymani,DATA_DEFICIENT
Cophixalus desticans,LEAST_CONCERN
Cophixalus exiguus,LEAST_CONCERN
Cophixalus hosmeri,ENDANGERED
Cophixalus humicola,LEAST_CONCERN
Cophixalus infacetus,LEAST_CONCERN
Cophixalus interruptus,LEAST_CONCERN
Cophixalus iovaorum,LEAST_CONCERN
Cophixalus kaindiensis,NEAR_THREATENED
Cophixalus kethuk,LEAST_CONCERN
Cophixalus linnaeus,LEAST_CONCERN
Cophixalus mcdonaldi,CRITICALLY_ENDANGERED
Cophixalus melanops,LEAST_CONCERN
Cophixalus misimae,CRITICALLY_ENDANGERED
Cophixalus monosyllabus,DATA_DEFICIENT
Cophixalus montanus,DATA_DEFICIENT
Cophixalus monticola,CRITICALLY_ENDANGERED
Cophixalus neglectus,CRITICALLY_ENDANGERED
Cophixalus nubicola,VULNERABLE
Cophixalus ornatus,LEAST_CONCERN
Cophixalus parkeri,LEAST_CONCERN
Cophixalus peninsularis,DATA_DEFICIENT
Cophixalus phaeobalius,LEAST_CONCERN
Cophixalus pipilans,LEAST_CONCERN
Cophixalus pulchellus,DATA_DEFICIENT
Cophixalus riparius,LEAST_CONCERN
Cophixalus saxatilis,LEAST_CONCERN
Cophixalus shellyi,LEAST_CONCERN
Cophixalus sisyphus,
Cophixalus sphagnicola,ENDANGERED
Cophixalus tagulensis,DATA_DEFICIENT
Cophixalus tetzlaffi,DATA_DEFICIENT
Cophixalus timidus,CRITICALLY_ENDANGERED
Cophixalus tomaiodactylus,LEAST_CONCERN
Cophixalus tridactylus,DATA_DEFICIENT
Cophixalus variabilis,LEAST_CONCERN
Cophixalus verecundus,LEAST_CONCERN
